source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,The Fake News Media worked hard to get Tiger Woods to say something that he didn’t want to say. Tiger wouldn’t play the game - he is very smart. More importantly he is playing great golf again!,08-27-2018 13:37:39,30710,154072,FALSE,1.03407245408645E+018
Twitter for iPhone,Thank you to the great @JimBrownNFL32 perhaps the greatest running back of all time for your wonderful words and support. Since our meeting in New York African-American UNEMPLOYMENT has reached the LOWEST LEVEL IN HISTORY. You get it!,08-27-2018 12:57:37,21239,86854,FALSE,1.03406237594155E+018
Twitter for iPhone,Over 90% approval rating for your all time favorite (I hope) President within the Republican Party and 52% overall. This despite all of the made up stories by the Fake News Media trying endlessly to make me look as bad and evil as possible. Look at the real villains please!,08-27-2018 00:39:38,43510,181471,FALSE,1.03387665843925E+018
Twitter for iPhone,“Mainstream Media tries to rewrite history to credit Obama for Trump accomplishments. Since President Trump took office the economy is booming. The stronger the economy gets the more desperate his critics are. O had weakest recovery since Great Depression.” @WashTimes,08-26-2018 22:01:33,30202,113445,FALSE,1.03383687347357E+018
Twitter for iPhone,Fantastic numbers on consumer spending released on Friday. Stock Market hits all time high!,08-26-2018 14:31:06,22426,106913,FALSE,1.0337235161165E+018
Twitter for iPhone,...And it will get as I have always said much better from even here! https://t.co/El26RzBjpG,08-26-2018 14:27:16,17887,77434,FALSE,1.03372255088133E+018
Twitter for iPhone,RT @realDonaldTrump: Social Media Giants are silencing millions of people. Can’t do this even if it means we must continue to hear Fake New…,08-26-2018 14:25:47,53382,0,TRUE,1.03372217715625E+018
Twitter for iPhone,RT @realDonaldTrump: Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD. Also gav…,08-26-2018 14:24:17,42301,0,TRUE,1.03372180200094E+018
Twitter for iPhone,RT @realDonaldTrump: ....FISA abuse Christopher Steele &amp; his phony and corrupt Dossier the Clinton Foundation illegal surveillance of Tr…,08-26-2018 13:21:44,29788,0,TRUE,1.03370605733024E+018
Twitter for iPhone,RT @realDonaldTrump: “Department of Justice will not be improperly influenced by political considerations.” Jeff this is GREAT what every…,08-26-2018 13:21:41,32837,0,TRUE,1.03370604598889E+018
Twitter for iPhone,My deepest sympathies and respect go out to the family of Senator John McCain. Our hearts and prayers are with you!,08-26-2018 00:44:13,39308,219967,FALSE,1.03351542533689E+018
Twitter for iPhone,Stock Market hit all time high on Friday. Congratulations U.S.A.!,08-25-2018 23:45:48,27466,136617,FALSE,1.03350072370999E+018
Twitter for iPhone,Our relationship with Mexico is getting closer by the hour. Some really good people within both the new and old government and all working closely together....A big Trade Agreement with Mexico could be happening soon!,08-25-2018 13:22:28,21779,99077,FALSE,1.03334385767564E+018
Twitter for iPhone,“The FBI looked at less than 1%” of Crooked’s Emails!,08-25-2018 13:14:15,29187,102682,FALSE,1.03334178849132E+018
Twitter for iPhone,“The FBI only looked at 3000 of 675000 Crooked Hillary Clinton Emails.” They purposely didn’t look at the disasters. This news is just out. @FoxNews,08-25-2018 13:11:28,34133,109806,FALSE,1.03334108857944E+018
Twitter for iPhone,Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD. Also gave false election info. I feel sure that we will soon be getting to the bottom of all of this corruption. At some point I may have to get involved!,08-25-2018 13:05:42,42247,153410,FALSE,1.03333963634355E+018
Twitter for iPhone,.@LindseyGrahamSC  “Every President deserves an Attorney General they have confidence in. I believe every President has a right to their Cabinet these are not lifetime appointments. You serve at the pleasure of the President.”,08-25-2018 12:46:18,18493,76758,FALSE,1.03333475300354E+018
Twitter for iPhone,Jeff Sessions said he wouldn’t allow politics to influence him only because he doesn’t understand what is happening underneath his command position. Highly conflicted Bob Mueller and his gang of 17 Angry Dems are having a field day as real corruption goes untouched. No Collusion!,08-25-2018 12:36:33,24600,94556,FALSE,1.03333230157966E+018
Twitter for iPhone,Michaels Cohen’s attorney clarified the record saying his client does not know if President Trump knew about the Trump Tower meeting (out of which came nothing!). The answer is that I did NOT know about the meeting. Just another phony story by the Fake News Media!,08-25-2018 12:16:53,21849,81294,FALSE,1.03332735322788E+018
Twitter for iPhone,Happy birthday Vince you are truly one of the greats! https://t.co/b8zV5MfojY,08-25-2018 03:35:21,13216,66586,FALSE,1.03319610515937E+018
Twitter for iPhone,Great #StateDinner2018 in Ohio tonight! Together we are MAKING AMERICA GREAT AGAIN! https://t.co/ALU1PHEsvh,08-25-2018 02:13:13,12723,52713,FALSE,1.03317543265132E+018
Twitter for iPhone,Great to see the Senate working on solutions to end the secrecy around ridiculously high drug prices something I called for in my drug pricing Blueprint. Will now work with the House to help American patients! #AmericanPatientsFirst,08-25-2018 00:40:21,17772,71614,FALSE,1.03315206220334E+018
Twitter for iPhone,Congratulations to new Australian Prime Minister Scott Morrison. There are no greater friends than the United States and Australia!,08-25-2018 00:27:13,14696,79200,FALSE,1.03314875908409E+018
Twitter for iPhone,I spoke with Governor David Ige of Hawaii today to express our full support for the people of Hawaii as the State is impacted by #HurricaneLane. The Federal Government is fully committed to helping the people of Hawaii. https://t.co/P35yAAovIk,08-25-2018 00:20:53,10454,52504,FALSE,1.0331471648123E+018
Twitter for iPhone,Thank you. I love you Ohio! https://t.co/RQ9Gj0SETz,08-24-2018 23:26:02,13405,61041,FALSE,1.03313335918506E+018
Twitter for iPhone,...Secretary Pompeo looks forward to going to North Korea in the near future most likely after our Trading relationship with China is resolved. In the meantime I would like to send my warmest regards and respect to Chairman Kim. I look forward to seeing him soon!,08-24-2018 17:36:02,12928,58199,FALSE,1.03304528014336E+018
Twitter for iPhone,...Additionally because of our much tougher Trading stance with China I do not believe they are helping with the process of denuclearization as they once were (despite the UN Sanctions which are in place)...,08-24-2018 17:36:01,11571,53963,FALSE,1.033045274867E+018
Twitter for iPhone,I have asked Secretary of State Mike Pompeo not to go to North Korea at this time because I feel we are not making sufficient progress with respect to the denuclearization of the Korean Peninsula...,08-24-2018 17:36:00,18026,79161,FALSE,1.03304527336118E+018
Twitter for iPhone,https://t.co/0a25gApyJ6,08-24-2018 16:10:25,16088,62756,FALSE,1.03302373551786E+018
Twitter for iPhone,Social Media Giants are silencing millions of people. Can’t do this even if it means we must continue to hear Fake News like CNN whose ratings have suffered gravely. People have to figure out what is real and what is not without censorship!,08-24-2018 11:34:13,53254,184573,FALSE,1.03295422452982E+018
Twitter for iPhone,Ex-NSA contractor to spend 63 months in jail over “classified” information. Gee this is “small potatoes” compared to what Hillary Clinton did! So unfair Jeff Double Standard.,08-24-2018 11:10:13,30150,106311,FALSE,1.03294818741642E+018
Twitter for iPhone,....FISA abuse Christopher Steele &amp; his phony and corrupt Dossier the Clinton Foundation illegal surveillance of Trump Campaign Russian collusion by Dems - and so much more. Open up the papers &amp; documents without redaction? Come on Jeff you can do it the country is waiting!,08-24-2018 10:28:37,29769,104378,FALSE,1.03293771821971E+018
Twitter for iPhone,“Department of Justice will not be improperly influenced by political considerations.” Jeff this is GREAT what everyone wants so look into all of the corruption on the “other side” including deleted Emails Comey lies &amp; leaks Mueller conflicts McCabe Strzok Page Ohr......,08-24-2018 10:17:34,32815,110890,FALSE,1.03293493796244E+018
Twitter for iPhone,Our Economy is setting records on virtually every front - Probably the best our country has ever done. Tremendous value created since the Election. The World is respecting us again! Companies are moving back to the U.S.A.,08-24-2018 10:04:45,20612,84624,FALSE,1.03293171143959E+018
Twitter for iPhone,Target CEO raves about the Economy. “This is the best consumer environment I’ve seen in my career.” A big statement from a top executive. But virtually everybody is saying this &amp; when our Trade Deals are made &amp; cost cutting done you haven’t seen anything yet!  @DRUDGE_REPORT,08-24-2018 09:57:15,17389,69975,FALSE,1.03292982490037E+018
Twitter for iPhone,...And according to Polls would do even better today! https://t.co/NAzQOIFW6o,08-24-2018 04:21:37,16610,71503,FALSE,1.03284535680197E+018
Twitter for iPhone,RT @DanScavino: “2020 odds: @realDonaldTrump favored more than every other challenger combined” via @SecretsBedard @dcexaminer https://t.co…,08-24-2018 04:09:55,13439,0,TRUE,1.03284241512684E+018
Twitter for iPhone,...Cindy has voted for our Agenda in the Senate 100% of the time and has my complete and total Endorsement. We need Cindy to win in Mississippi!,08-23-2018 21:10:31,12965,55165,FALSE,1.03273686739181E+018
Twitter for iPhone,.@cindyhydesmith has helped me put America First! She’s strong on the Wall is helping me create Jobs loves our Vets and fights for our conservative judges...,08-23-2018 21:10:30,14777,64826,FALSE,1.03273686565538E+018
Twitter for iPhone,I have authorized an emergency disaster declaration to provide Hawaii the necessary support ahead of #HurricaneLane. Our teams are closely coordinating with the state and local authorities. You are in our thoughts! https://t.co/lrhwbdUavj,08-23-2018 19:21:04,14326,63582,FALSE,1.03270932664384E+018
Twitter for iPhone,It was my great honor to host the Foreign Investment Risk Review Modernization Act Roundtable today at the @WhiteHouse! https://t.co/TjtI7ddtZM,08-23-2018 18:08:19,11050,52112,FALSE,1.03269101762193E+018
Twitter for iPhone,https://t.co/6ZG0P6FRs5,08-23-2018 16:02:32,10384,44881,FALSE,1.03265936424978E+018
Twitter for iPhone,https://t.co/6v90Th0zl1,08-23-2018 15:39:43,11106,46350,FALSE,1.03265361853989E+018
Twitter for iPhone,https://t.co/3PAVDdfJJr,08-23-2018 13:44:47,14139,58848,FALSE,1.03262469765194E+018
Twitter for iPhone,NO COLLUSION - RIGGED WITCH HUNT!,08-23-2018 05:10:08,26791,119003,FALSE,1.03249518053084E+018
Twitter for iPhone,I have asked Secretary of State @SecPompeo to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers. “South African Government is now seizing land from white farmers.” @TuckerCarlson @FoxNews,08-23-2018 02:28:45,46100,135647,FALSE,1.03245456715225E+018
Twitter for iPhone,I have asked Secretary of State @MikePompeo4USA to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers. “South African Government is now seizing land from white farmers.” @TuckerCarlson  @FoxNews,08-23-2018 02:18:54,2761,7328,FALSE,1.0324520861669E+018
Twitter for iPhone,The only thing that I have done wrong is to win an election that was expected to be won by Crooked Hillary Clinton and the Democrats. The problem is they forgot to campaign in numerous states!,08-23-2018 00:56:35,37868,154809,FALSE,1.03243137172845E+018
Twitter for iPhone,I will be interviewed on @foxandfriends by @ainsleyearhardt tomorrow from 6:00 A.M. to 9:00 A.M.  Enjoy!,08-23-2018 00:51:38,10909,53048,FALSE,1.03243012468634E+018
Twitter for iPhone,RT @Scavino45: Today President Trump welcomed the family of @usairforce Tech. Sgt. John A. Chapman Medal of Honor recipient to the Oval…,08-23-2018 00:46:53,10960,0,TRUE,1.03242892998074E+018
Twitter for iPhone,https://t.co/15ibBbf34U,08-22-2018 23:01:24,13464,55023,FALSE,1.03240238694865E+018
Twitter for iPhone,https://t.co/wYCNmkkaNR,08-22-2018 22:24:57,16938,62121,FALSE,1.03239321212661E+018
Twitter for iPhone,Longest bull run in the history of the stock market congratulations America!,08-22-2018 20:07:29,24042,106347,FALSE,1.0323586185769E+018
Twitter for iPhone,https://t.co/mJtO0AFLus,08-22-2018 20:05:05,8853,36497,FALSE,1.0323580131753E+018
Media Studio,https://t.co/OGqKufBeHn,08-22-2018 16:13:34,15437,62421,FALSE,1.03229975036269E+018
Twitter for iPhone,Everyone in the path of #HurricaneLane please prepare yourselves heed the advice of State and local officials and follow @NWSHonolulu for updates. Be safe! https://t.co/kCwtL8UxNI,08-22-2018 15:05:30,11352,45879,FALSE,1.0322826212907E+018
Twitter for iPhone,Thank you to Democrat Assemblyman Dov Hikind of New York for your very gracious remarks on @foxandfriends for our deporting a longtime resident Nazi back to Germany! Others worked on this for decades.,08-22-2018 13:52:33,14052,66160,FALSE,1.0322642614631E+018
Twitter for iPhone,Michael Cohen plead guilty to two counts of campaign finance violations that are not a crime. President Obama had a big campaign finance violation and it was easily settled!,08-22-2018 13:37:34,26791,99653,FALSE,1.03226049043986E+018
Twitter for iPhone,A large number of counts ten could not even be decided in the Paul Manafort case. Witch Hunt!,08-22-2018 13:34:16,13619,63687,FALSE,1.03225966037878E+018
Twitter for iPhone,I feel very badly for Paul Manafort and his wonderful family. “Justice” took a 12 year old tax case among other things applied tremendous pressure on him and unlike Michael Cohen he refused to “break” - make up stories in order to get a “deal.” Such respect for a brave man!,08-22-2018 13:21:29,22662,96678,FALSE,1.03225644398508E+018
Twitter for iPhone,If anyone is looking for a good lawyer I would strongly suggest that you don’t retain the services of Michael Cohen!,08-22-2018 12:44:08,36940,151479,FALSE,1.03224704399202E+018
Twitter for iPhone,Thank you West Virginia. I love you! https://t.co/K1OQ98wOh4,08-22-2018 00:45:19,17281,80950,FALSE,1.03206614759896E+018
Twitter for iPhone,MAKING AMERICA GREAT AGAIN! https://t.co/gZqP81bclE,08-22-2018 00:38:32,17538,70961,FALSE,1.03206444033271E+018
Twitter for iPhone,Just landed in West Virginia. Big crowd looking forward to seeing everyone soon! #MAGA,08-21-2018 21:32:31,13866,78123,FALSE,1.03201763066273E+018
Twitter for iPhone,Join me tonight at the Charleston Civic Center in West Virginia at 7:00pmE! Tickets: https://t.co/OX8gGhdmg9,08-21-2018 15:22:04,10669,46402,FALSE,1.03192440402705E+018
Twitter for iPhone,To the incredible people of the Great State of Wyoming: Go VOTE TODAY for Foster Friess - He will be a fantastic Governor! Strong on Crime Borders &amp; 2nd Amendment. Loves our Military &amp; our Vets. He has my complete and total Endorsement!,08-21-2018 14:56:31,18562,77686,FALSE,1.03191797209961E+018
Twitter for iPhone,Bill DeBlasio the high taxing Mayor of NYC just stole my campaign slogan: PROMISES MADE  PROMISES KEPT! That’s not at all nice. No imagination! @foxandfriends,08-21-2018 14:15:18,19394,79926,FALSE,1.03190760021921E+018
Twitter for iPhone,Big Rally tonight in West Virginia. Patrick Morrisey is running a GREAT race for U.S. Senate. I have done so much for West Virginia against all odds and having Patrick a real fighter by my side would make things so much easier. See you later. CLEAN COAL!!!!,08-21-2018 11:57:19,17484,75164,FALSE,1.03187287751412E+018
Twitter for iPhone,I am sorry to have to reiterate that there are serious and unpleasant consequences to crossing the Border into the United States ILLEGALLY! If there were no serious consequences our country would be overrun with people trying to get in and our system could not handle it!,08-21-2018 11:41:46,26633,110535,FALSE,1.03186896416137E+018
Twitter for iPhone,Fake News of which there is soooo much (this time the very tired New Yorker) falsely reported that I was going to take the extraordinary step of denying Intelligence Briefings to President Obama. Never discussed or thought of!,08-21-2018 11:10:49,16463,71694,FALSE,1.03186117314941E+018
Twitter for iPhone,Even James Clapper has admonished John Brennan for having gone totally off the rails. Maybe Clapper is being nice to me so he doesn’t lose his Security Clearance for lying to Congress!,08-21-2018 10:55:03,18089,78190,FALSE,1.03185720476745E+018
Twitter for iPhone,A Blue Wave means Crime and Open Borders. A Red Wave means Safety and Strength!,08-21-2018 10:38:19,28715,101895,FALSE,1.03185299656775E+018
Twitter for iPhone,I am hearing so many great things about the Republican Party’s California Gubernatorial Candidate John Cox. He is a very successful businessman who is tired of high Taxes &amp; Crime. He will Make California Great Again &amp;  make you proud of your Great State again. Total Endorsement!,08-21-2018 03:53:49,21378,84894,FALSE,1.03175119854055E+018
Twitter for iPhone,Will be going to the Great State of West Virginia on Tuesday Night to campaign &amp; do a Rally Speech for a hard working and spectacular person A.G. Patrick Morrisey who is running for the U.S. Senate. Patrick has great Energy &amp; Stamina-I need his VOTE to MAGA. Total Endorsement!,08-21-2018 03:40:49,15119,63699,FALSE,1.03174792751192E+018
Twitter for iPhone,Just watched former Intelligence Official Phillip Mudd become totally unglued and weird while debating wonderful @PARISDENNARD over Brennan’s Security Clearance. Dennard destroyed him but Mudd is in no mental condition to have such a Clearance. Should be REVOKED? @seanhannity,08-21-2018 02:06:08,21652,82480,FALSE,1.0317241007194E+018
Twitter for iPhone,.@DianeHarkey is an extraordinary woman of great accomplishment &amp; potential. She is running as a very popular Republican for the Congressional seat of my friend Darrell Issa-with his complete support. Diane is strong on crime loves our Military &amp; Vets-has my total Endorsement!,08-21-2018 01:46:12,13679,55059,FALSE,1.03171908468001E+018
Twitter for iPhone,https://t.co/PeF12D2IqJ,08-20-2018 23:49:27,15525,59700,FALSE,1.03168970406702E+018
Twitter for iPhone,It is outrageous that Poisonous Synthetic Heroin Fentanyl comes pouring into the U.S. Postal System from China. We can and must END THIS NOW! The Senate should pass the STOP ACT – and firmly STOP this poison from killing our children and destroying our country. No more delay!,08-20-2018 17:14:59,28452,104181,FALSE,1.03159043137987E+018
Twitter for iPhone,“Bruce Ohr is at the center of FALSE ALLEGATIONS which led to a multi-million dollar investigation into what apparently didn’t happen.” Darrell Issa House Oversight. We can take out the word “apparently.”  @FoxNews,08-20-2018 14:46:15,17795,67332,FALSE,1.03155300237152E+018
Twitter for iPhone,Will Bruce Ohr whose family received big money for helping to create the phony dirty and discredited Dossier ever be fired from the Jeff Sessions  “Justice” Department? A total joke!,08-20-2018 14:36:23,21378,80910,FALSE,1.0315505175526E+018
Twitter for iPhone,Everybody wants to keep their Security Clearance it’s worth great prestige and big dollars even board seats and that is why certain people are coming forward to protect Brennan. It certainly isn’t because of the good job he did! He is a political “hack.”,08-20-2018 14:23:57,27143,104676,FALSE,1.03154739064442E+018
Twitter for iPhone,I hope John Brennan the worst CIA Director in our country’s history brings a lawsuit. It will then be very easy to get all of his records texts emails and documents to show not only the poor job he did but how he was involved with the Mueller Rigged Witch Hunt. He won’t sue!,08-20-2018 14:13:19,30909,113982,FALSE,1.0315447117173E+018
Twitter for iPhone,Where’s the Collusion? They made up a phony crime called Collusion and when there was no Collusion they say there was Obstruction (of a phony crime that never existed). If you FIGHT BACK or say anything bad about the Rigged Witch Hunt they scream Obstruction!,08-20-2018 11:48:12,24175,94672,FALSE,1.03150819310776E+018
Twitter for iPhone,....looking for trouble. They are enjoying ruining people’s lives and REFUSE to look at the real corruption on the Democrat side - the lies the firings the deleted Emails and soooo much more! Mueller’s Angry Dems are looking to impact the election. They are a National Disgrace!,08-20-2018 11:38:44,21586,82923,FALSE,1.03150581107441E+018
Twitter for iPhone,Disgraced and discredited Bob Mueller and his whole group of Angry Democrat Thugs spent over 30 hours with the White House Councel only with my approval for purposes of transparency. Anybody needing that much time when they know there is no Russian Collusion is just someone....,08-20-2018 11:28:45,18757,75766,FALSE,1.03150329896736E+018
Twitter for iPhone,Study the late Joseph McCarthy because we are now in period with Mueller and his gang that make Joseph McCarthy look like a baby! Rigged Witch Hunt!,08-19-2018 12:24:38,24681,96746,FALSE,1.03115497494281E+018
Twitter for iPhone,Some members of the media are very Angry at the Fake Story in the New York Times. They actually called to complain and apologize - a big step forward. From the day I announced the Times has been Fake News and with their disgusting new Board Member it will only get worse!,08-19-2018 12:14:44,22600,88499,FALSE,1.03115248394984E+018
Twitter for iPhone,The Failing New York Times wrote a story that made it seem like the White House Councel had TURNED on the President when in fact it is just the opposite - &amp; the two Fake reporters knew this. This is why the Fake News Media has become the Enemy of the People. So bad for America!,08-19-2018 12:06:43,26504,99816,FALSE,1.03115046575963E+018
Twitter for iPhone,No Collusion and No Obstruction except by Crooked Hillary and the Democrats. All of the resignations and corruption yet heavily conflicted Bob Mueller refuses to even look in that direction. What about the Brennan Comey McCabe Strzok lies to Congress or Crooked’s Emails!,08-19-2018 11:30:41,29848,116507,FALSE,1.03114139677698E+018
Twitter for iPhone,....and have demanded transparency so that this Rigged and Disgusting Witch Hunt can come to a close. So many lives have been ruined over nothing - McCarthyism at its WORST! Yet Mueller &amp; his gang of Dems refuse to look at the real crimes on the other side - Media is even worse!,08-19-2018 11:15:12,19915,80789,FALSE,1.03113749999593E+018
Twitter for iPhone,The failing @nytimes wrote a Fake piece today implying that because White House Councel Don McGahn was giving hours of testimony to the Special Councel he must be a John Dean type “RAT.” But I allowed him and all others to testify - I didn’t have to. I have nothing to hide......,08-19-2018 11:01:47,17727,71686,FALSE,1.03113412560282E+018
Twitter for iPhone,I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Counsel. In addition we readily gave over one million pages of documents. Most transparent in history. No Collusion No Obstruction. Witch Hunt!,08-18-2018 22:12:30,24090,95534,FALSE,1.03094052903765E+018
Twitter for iPhone,I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Councel. In addition we readily gave over one million pages of documents. Most transparent in history. No Collusion No Obstruction. Witch Hunt!,08-18-2018 22:04:48,1915,6355,FALSE,1.03093858984727E+018
Twitter for iPhone,The United States has ended the ridiculous 230 Million Dollar yearly development payment to Syria. Saudi Arabia and other rich countries in the Middle East will start making payments instead of the U.S. I want to develop the U.S. our military and countries that help us!,08-18-2018 21:51:11,39806,158426,FALSE,1.0309351641789E+018
Twitter for iPhone,https://t.co/TfRmZA8RWQ,08-18-2018 19:39:35,18870,75937,FALSE,1.0309020465207E+018
Twitter for iPhone,The Economy is stronger and better than ever before. Importantly there remains tremendous potential - it will only get better with time!,08-18-2018 13:39:28,22640,108880,FALSE,1.03081142100793E+018
Twitter for iPhone,Great Job  Rachel Campos-Duffy on @foxandfriends.,08-18-2018 13:34:49,8571,48439,FALSE,1.03081024712703E+018
Twitter for iPhone,Has anyone looked at the mistakes that John Brennan made while serving as CIA Director? He will go down as easily the WORST in history &amp; since getting out he has become nothing less than a loudmouth partisan political hack who cannot be trusted with the secrets to our country!,08-18-2018 13:12:43,29516,116017,FALSE,1.03080468513604E+018
Twitter for iPhone,https://t.co/5kIR5EggBp,08-18-2018 13:06:30,16551,66233,FALSE,1.03080312367635E+018
Twitter for iPhone,All of the fools that are so focused on looking only at Russia should start also looking in another direction China. But in the end if we are smart tough and well prepared we will get along with everyone!,08-18-2018 11:46:14,20696,87374,FALSE,1.03078292150077E+018
Twitter for iPhone,....Too many voices are being destroyed some good &amp; some bad and that cannot be allowed to happen. Who is making the choices because I can already tell you that too many mistakes are being made. Let everybody participate good &amp; bad and we will all just have to figure it out!,08-18-2018 11:40:11,27825,106836,FALSE,1.03078139992046E+018
Twitter for iPhone,.....Censorship is a very dangerous thing &amp; absolutely impossible to police. If you are weeding out Fake News there is nothing so Fake as CNN &amp; MSNBC &amp; yet I do not ask that their sick behavior be removed. I get used to it and watch with a grain of salt or don’t watch at all..,08-18-2018 11:32:17,33662,125370,FALSE,1.03077941297385E+018
Twitter for iPhone,Social Media is totally discriminating against Republican/Conservative voices. Speaking loudly and clearly for the Trump Administration we won’t let that happen. They are closing down the opinions of many people on the RIGHT while at the same time doing nothing to others.......,08-18-2018 11:23:00,36914,114344,FALSE,1.03077707495976E+018
Twitter for iPhone,....financial gain is a Federal Gratuity Statute Violation Bribery Statute Violation Honest Services Violation....all Major Crimes....because the DOJ is run by BLANK Jeff Sessions......”  Gregg Jarrett.  So when does Mueller do what must be done? Probably never! @FoxNews,08-18-2018 01:47:44,17813,70389,FALSE,1.03063230350724E+018
Twitter for iPhone,“Bruce Ohr of DOJ is in legal jeopardy it’s astonishing that he’s still employed. Bruce &amp; Nelly Ohr’s bank account is getting fatter &amp; fatter because of the Dossier that they are both peddling. He doesn’t disclose it under Fed Regs. Using your Federal office for personal.......,08-18-2018 01:46:26,21534,77845,FALSE,1.03063197713581E+018
Twitter for iPhone,“Bruce Ohr of DOJ is in legal jeopardy it’s astonishingthat he’s still employed. Bruce &amp; Nelly Ohr’s bank account is getting fatter &amp; fatter because of the Dossier that they are both peddling. He doesn’t disclose it under Fed Regs. Using your Federal office for personal.......,08-18-2018 01:37:58,2091,6214,FALSE,1.03062984629936E+018
Twitter for iPhone,“Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he was afraid the anti-Trump Russia probe will be exposed.”  Charles Payne  @FoxBusiness   How much more does Mueller have to see? They have blinders on - RIGGED!,08-17-2018 22:29:15,28033,94085,FALSE,1.03058235430841E+018
Twitter for iPhone,https://t.co/TmICRUV9uo,08-17-2018 21:25:20,21967,81510,FALSE,1.03056627217667E+018
Twitter for iPhone,...I say Andrew’s was a bigger and more incompetent blunder. He should easily win his race against a Super Liberal Actress but his political career is over!,08-17-2018 19:25:53,12377,56971,FALSE,1.03053621019488E+018
Twitter for iPhone,Which is worse Hightax Andrew Cuomo's statement “WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT” or Hillary Clinton’s “DEPLORABLES” statement...,08-17-2018 19:25:52,18617,76418,FALSE,1.0305362064158E+018
Twitter for iPhone,When a politician admits that “We’re not going to make America great again” there doesn’t seem to be much reason to ever vote for him. This could be a career threatening statement by Andrew Cuomo with many wanting him to resign-he will get higher ratings than his brother Chris!,08-17-2018 14:17:03,21888,88873,FALSE,1.0304584890706E+018
Twitter for iPhone,Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatness. I have already MADE America Great Again just look at the markets jobs military- setting records and we will do even better. Andrew “choked” badly mistake!,08-17-2018 14:10:25,21178,90668,FALSE,1.03045682041708E+018
Twitter for iPhone,Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatness. I have already MADE America Great Again just look at the markets jobs military- setting records and we will do even better. Andrew “chocked” badly mistake!,08-17-2018 14:06:13,1177,4250,FALSE,1.03045576191322E+018
Twitter for iPhone,The U.S. has more than double the growth rate than it had 18 months ago.,08-17-2018 12:38:52,19545,87496,FALSE,1.03043377911292E+018
Twitter for iPhone,Just announced youth unemployment is at a 50 year low!  @foxandfriends,08-17-2018 12:29:24,19523,88731,FALSE,1.03043139634144E+018
Twitter for iPhone,....attend the big parade already scheduled at Andrews Air Force Base on a different date &amp; go to the Paris parade celebrating the end of the War on November 11th. Maybe we will do something next year in D.C. when the cost comes WAY DOWN. Now we can buy some more jet fighters!,08-17-2018 12:10:05,15472,70688,FALSE,1.03042653687112E+018
Twitter for iPhone,The local politicians who run Washington D.C. (poorly) know a windfall when they see it. When asked to give us a price for holding a great celebratory military parade they wanted a number so ridiculously high that I cancelled it. Never let someone hold you up! I will instead...,08-17-2018 11:57:56,18468,83128,FALSE,1.03042348072512E+018
Twitter for iPhone,How does a politician Cuomo known for pushing people and businesses out of his state not to mention having the highest taxes in the U.S. survive making the statement WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT? Which section of the sentence is worse?,08-17-2018 11:44:01,20620,78103,FALSE,1.03041997569201E+018
Twitter for iPhone,In speaking with some of the world’s top business leaders I asked what it is that would make business (jobs) even better in the U.S. “Stop quarterly reporting &amp; go to a six month system” said one. That would allow greater flexibility &amp; save money. I have asked the SEC to study!,08-17-2018 11:30:55,16741,75930,FALSE,1.03041667906978E+018
Twitter for iPhone,.....released in 2017. If his statement is based on intelligence he has seen since leaving office it constitutes an intelligence breach......”  Richard Burr (R-NC) Senate Intel Cmte Chair  @LouDobbs,08-17-2018 02:04:03,13705,53783,FALSE,1.03027402480966E+018
Twitter for iPhone,“Director Brennan’s recent statements purport to know as fact that the Trump campaign colluded with a foreign power. If Director Brennan’s statement is based on intelligence he received while leading the CIA why didn’t he include it in the Intelligence Community Assessment......,08-17-2018 01:54:54,18995,71461,FALSE,1.03027172178026E+018
Twitter for iPhone,“....An incredibly corrupt FBI &amp; DOJ trying to steer the outcome of a Presidential Election. Brennan has gone off the deep end he’s disgraced and discredited himself. His conduct has been outrageous.” Chris Farrell Judicial Watch.,08-17-2018 01:49:11,21646,83290,FALSE,1.03027028424547E+018
Twitter for iPhone,How can “Senator” Richard Blumenthal who went around for twenty years as a Connecticut politician bragging that he was a great Marine war hero in Vietnam (then got caught and sobbingly admitted he was neither a Marine nor ever in Vietnam) pass judgement on anyone? Loser!,08-17-2018 00:56:42,30040,110496,FALSE,1.03025707304766E+018
Twitter for iPhone,.@TuckerCarlson speaking of John Brennan: “How did somebody so obviously limited intellectually get to be CIA Director in the first place?” Now that is a really good question! Then followed by “Richard Blumenthal of Connecticut is a FAKE War Hero...” So true a total Fake!,08-17-2018 00:45:22,19048,72942,FALSE,1.03025422433097E+018
